Nom de la manifestation,Région,Domaine,Complément domaine,Département,Périodicité,Mois habituel de début,Site web,N° Identification,Commune principale,Autres communes,N° de l'édition 2018,Date de début,Date de fin,Date de création,Soutenu en 2017 par le ministère de la culture ,Soutenu en 2017 par le Centre national du cinéma ,Soutenu en 2017 par le Centre national du livre ,Soutenu en 2017 par le Centre national des variétés ,Soutenu en 2018 par le ministère de la culture ,Soutenu en 2018 par le Centre national du cinéma ,Soutenu en 2018 par le Centre national du livre ,Soutenu en 2018 par le Centre national des variétés ,Code postal,Code INSEE,coordonnees_insee,Libellé commune pour calcul CP,,,,,,,,,
FESTIVAL INVISIBLE,Bretagne,Musiques actuelles,Musiques amplifiées ou électroniques,29,Annuelle,11 (novembre),www.festivalinvisible.com,CD127,BREST,,13,,,1/1/2006,,,,,,,,,29200,29019,48.40049978,,,,,,,,,,
FESTIV JAZZ A CHABEUIL,Auvergne-Rhône-Alpes,Musiques actuelles,Jazz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OFNI,Nouvelle-Aquitaine,Musiques actuelles,,86,Annuelle,11 (novembre),www.ofni.biz,JD227,POITIERS,,16,,,1/1/2003,,,,,,,,,86000,86194,46.58392077,,,,,,,,,,
LES AUTOMNALES DU FESTIVAL DE THAU,Occitanie,Transdisciplinaire,Cinéma,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Les Z'éclectiques (Automne),Pays de la Loire,Musiques actuelles,Musiques amplifiées ou électroniques,49,Annuelle,11 (novembre),www.leszeclectiques.com,LD003,Chemille en Anjou,Angers,,,,,,,,,,,,,,,,,,,,,,,,,
Lire en Polynésie,Polynésie française,Livre et littérature,,987,Annuelle,11 (novembre),http://www.lireenpolynesie.com/,SK001,PAPEETE,Diverses communes,18,,,1/1/2001,,,oui,,,,,,98714,98735,-17.552056,,,,,,,,,,
MONTFORT BLUES FESTIVAL,Bretagne,Musiques actuelles,Jazz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FESTIVAL DES QUATRE TEMPS,Centre-Val de Loire,Musiques actuelles,,37,Annuelle,11 (novembre),http://www.festivaldes4temps.com,DD082,Rouziers de Touraine,,3,,,1/1/2016,,,,,,,,,37360,37204,47.53112637,,,,,,,,,,
AFRICOLOR,Île-de-France,Musiques actuelles,Musiques traditionnelles et du monde,93,Annuelle,11 (novembre),www.africolor.com,HD001,ST DENIS,Aulnay sous Bois-Montreuil-Bagnolet-Saint Ouen-Bondy-Clichy sous Bois,30,,,1/1/1989,oui,,,oui,,,,,93200,93066,48.92956505,,,,,,,,,,
FESTIVAL PLACE AU JAZZ,Île-de-France,Musiques actuelles,Jazz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Festival Sons d'Automne,Auvergne-Rhône-Alpes,Pluridisciplinaire Spectacle vivant,,74,Annuelle,11 (novembre),www.crr.annecy.fr,AB047,ANNECY,,8,,,1/1/2011,,,,,,,,,74000,74010,45.89064326,,,,,,,,,,
THE ROCKIN GONE PARTY,Auvergne-Rhône-Alpes,Musiques actuelles,Musiques amplifiées ou électroniques,26,Annuelle,11 (novembre),www.rockarocky.com,AD238,ST Rambert d Albon,,15,,,1/1/2004,,,,,,,,,26140,26325,45.28910754,,,,,,,,,,
Rencontres des cinémas d’Europe,Auvergne-Rhône-Alpes,Cinéma et audiovisuel,Cinémas étrangers,7,Annuelle,11 (novembre),www.maisonimage.eu,AJ015,AUBENAS,,20,,,1/1/1999,oui,,,,,,,,7200,7019,44.61021271,,,,,,,,,,
Festival Bédéciné,Grand Est,Livre et littérature,Bande dessinée,68,,11 (novembre),https://www.espace110.org/bedecine,FK012,ILLZACH,,,,,,,,,,,,,,68110,68154,47.7734992,,,,,,,,,,
Festival du cinéma Russe à Honfleur,Normandie,Cinéma et audiovisuel,Cinémas étrangers,14,Annuelle,11 (novembre),http://festival-honfleur.fr/,IJ002,Honfleur,,26,,,1/1/1993,oui,,,,,,,,14600,14333,49.41294497,,,,,,,,,,
Festival des 3 Continents de Nantes,Pays de la Loire,Cinéma et audiovisuel,Cinémas étrangers,44,,11 (novembre),www.3continents.com,LJ004,NANTES,,,,,1/1/1980,,oui,,,,,,,44200,44109,47.23163568,,,,,,,,,,
JAZZ AU THEATRE,Île-de-France,Musiques actuelles,Jazz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CULTURE BAR BARS,Île-de-France,Musiques actuelles,,75,Annuelle,11 (novembre),http://festival.bar-bars.com,HD195,PARIS,Lille (59)  /  Saint Herblain (44)  /  Lyon (69) /  Nantes (44)  /  Toulouse (31)  /  Saint Nazaire (44)  / Reze (44)  /  Rennes (35)  /  Barberaz (73)  /  Metz (57)  / La Roche Sur Yon (85)  /  Orleans (45)  /  Poitiers (86)  / Gaillac (81)  /  Angers (49)  /  Dinan (22)  /  Roubaix (59) /  La Turballe (44),17,,,1/1/2002,,,,,,,,,75001,75101,48.86263049,,,,,,,,,,
Festival Aux écrans du réel (Chroma),Pays de la Loire,Cinéma et audiovisuel,Documentaire,72,,11 (novembre),http://www.assochroma.com/,LJ017,LE MANS,,,,,,oui,,,,,,,,72000,72181,47.98852567,,,,,,,,,,
FESTIVAL TIGHTEN UP,Provence-Alpes-Côte d'Azur,Musiques actuelles,,13,Bi-Annuelle,11 (novembre),http://www.festivaltightenup.fr/,MD194,MARSEILLE,,17,,,1/1/2007,,,,,,,,,13001,13201,43.29990094,,,,,,,,,,
FESTIVAL VRRRR,Provence-Alpes-Côte d'Azur,Transdisciplinaire,Arts plastiques et musique,83,Annuelle,11 (novembre),www.manoeuvrrrr.fr,MA011,TOULON,,7,,,1/1/2012,,,,,,,,,83200,83137,43.13615897,,,,,,,,,,
Les Nuits du Jazz de Nantes,Pays de la Loire,Musiques actuelles,Jazz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FOINS D'HIVER,Pays de la Loire,Musiques actuelles,,53,Annuelle,11 (novembre),www.lesfoinsdhiver.com,LD004,LAVAL,Diverses communes,15,,,1/1/2004,,,,,,,,,53000,53130,48.06085655,,,,,,,,,,
Clowns not dead,Provence-Alpes-Côte d'Azur,Cirque et Arts de la rue,Cirque,83,Annuelle,11 (novembre),www.polejeunepublic.com,MM023,LE REVEST LES EAUX,,4,,,1/1/2015,,,,,,,,,83200,83103,43.18249184,,,,,,,,,,
Chants d’elles,Normandie,Musiques actuelles,Chanson,76,Annuelle,11 (novembre),www.festivalchantsdelles.org,ID003,ROUEN,Beaumont Le Hareng (76)  /  Canteleu (76) /  Amfreville La Mivoie (76)  /  Saint Ouen d'Attez (27)  / Louviers (27)  /  Belbeuf (76)  /  Saint Martin du Bec (76) /  Fontaine en Bray (76)  /  Bihorel (76)  /  Mont Saint aignan (76)  /  Tourville La Rivière (76)  /  Saint Pierre Les Elbeuf (76)  /  Fecamp (76)  /  Le Grand Quevilly (76)  / Oissel (76)  /  Saint Etienne Du Rouvray (76)  / Bellencombre (76)  /  Deville les Rouen (76)  /  Saint Saens (76)  /  Les Authieux sur le Port Saint Ouen (76)  /  Le Petit Quevilly (76)  /  Yvetot (76)  /  Cleon (76)  /  Sotteville Les Rouen (76)  /  Pont Saint Pierre (27)  /  Elbeuf (76),19,,,1/1/2000,,,,,,,,,76000,76540,49.44134601,,,,,,,,,,
Les Hivernales du documentaire,Occitanie,Cinéma et audiovisuel,Documentaire,82,Annuelle,11 (novembre),http://leshivernalesdudoc.fr/,KJ043,ST ANTONIN NOBLE VAL,,15,,,1/1/2004,oui,,,,,,,,82140,82155,44.15609301,,,,,,,,,,
Fête de l'animation,Hauts-de-France,Cinéma et audiovisuel,Animation,59,Annuelle,12 (décembre),http://www.fete-anim.com/,GJ002,LILLE,Diverses communes,15,,,1/1/2004,,oui,,,,,,,59160,59350,50.63171832,,,,,,,,,,
NOBORDER,Bretagne,Musiques actuelles,Musiques traditionnelles et du monde,29,Annuelle,12 (décembre),www.festivalnoborder.com,CD178,BREST,,8,,,1/1/2011,,,,,,,,,29200,29019,48.40049978,,,,,,,,,,
CENTRAL 43,Hauts-de-France,Musiques actuelles,Musiques amplifiées ou électroniques,59,Annuelle,12 (décembre),https://www.hotelarbrevoyageur.com/node/310,GD119,LILLE,,1,,,1/1/2018,,,,,,,,,59160,59350,50.63171832,,,,,,,,,,
FESTIVAL FAITS D'HIVER,Île-de-France,Danse,Danse contemporaine,75,Annuelle,01 (janvier),www.faitsdhiver.com,HF004,PARIS,Gentilly,,,,,,,,,,,,,,,,,,,,,,,,,
FLAMBÉES CELTIK,Bretagne,Musiques actuelles,Musiques traditionnelles et du monde,35,,01 (janvier),http://centreculturel.fougeres-communaute.bzh/,CD109,FOUGERES,,,1/19/2019,1/31/2019,,,,,,,,,,35300,35115,48.35246971,,,,,,,,,,
CHANTS D'(H)IVER,Occitanie,Musiques actuelles,Chanson,34,Annuelle,01 (janvier),www.lacigaliere.fr,KD145,SERIGNAN,,8,1/24/2019,1/26/2019,1/1/2011,,,,,,,,,34410,34299,43.27331853,,,,,,,,,,
Drôle d’endroit pour des rencontres – Rencontres du cinéma français de Bron,Auvergne-Rhône-Alpes,Cinéma et audiovisuel,,69,Annuelle,01 (janvier),www.cinemalesalizes.com,AJ022,BRON,,27,1/25/2019,1/27/2019,1/1/1992,,,,,,,,,69500,69029,45.73448569,,,,,,,,,,
LES NUITS GIVREES,Auvergne-Rhône-Alpes,Musiques actuelles,,69,Annuelle,02 (février),aqueduc.dardilly.fr/,AD318,DARDILLY,,,2/1/2019,2/2/2019,1/1/2012,,,,,,,,,69570,69072,45.81200187,,,,,,,,,,
Festival du court-métrage de Clermont-Ferrand,Auvergne-Rhône-Alpes,Cinéma et audiovisuel,Courts-métrages,63,Annuelle,02 (février),https://clermont-filmfest.org/,AJ018,CLERMONT FERRAND,,40,2/1/2019,2/9/2019,1/1/1979,,oui,,,,,,,63100,63113,45.7856493,,,,,,,,,,
Regards noirs,Nouvelle-Aquitaine,Livre et littérature,Littérature policière,79,Annuelle,02 (février),http://regardsnoirs.niort.fr/,JK022,NIORT,,9,2/1/2019,2/2/2019,1/1/2010,,,,,,,,,79000,79191,46.32826024,,,,,,,,,,
Les Élancées,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Festival international des cinémas d’Asie,Bourgogne-Franche-Comté,Cinéma et audiovisuel,Cinémas étrangers,70,Annuelle,02 (février),http://www.cinemas-asie.com,BJ010,VESOUL,,24,2/5/2019,2/12/2019,1/1/1995,,oui,,,,,,,70000,70550,47.63204086,,,,,,,,,,
Festival international du premier film d'Annonay,Auvergne-Rhône-Alpes,Cinéma et audiovisuel,Premiers films,7,Annuelle,02 (février),www.annonaypremierfilm.org,AJ046,ANNONAY,,35,2/8/2019,2/18/2019,1/1/1984,oui,,,,,,,,7100,7010,45.24609024,,,,,,,,,,
JAZZ À L'ÉTAGE,Bretagne,Musiques actuelles,Jazz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Festival Présences,Île-de-France,Musiques classiques,Musique contemporaine,75,Annuelle,02 (février),https://www.maisondelaradio.fr/festival-presences-2019,HE027,PARIS,,28,2/12/2019,2/17/2019,1/1/1991,,,,,,,,,75001,75101,48.86263049,,,,,,,,,,
Ciné Junior – Festival de cinéma jeunes publics en Val-de-Marne,Île-de-France,Cinéma et audiovisuel,Enfance et jeunesse,94,Annuelle,02 (février),www.cinemapublic.org,HJ002,CRETEIL,Diverses communes,28,2/13/2019,2/26/2019,1/1/1991,oui,,,,,,,,94000,94028,48.78374018,,,,,,,,,,
FESTIVAL ROUE WAROCH,Bretagne,Musiques actuelles,Musiques traditionnelles et du monde,56,Annuelle,02 (février),www.roue-waroch.fr,CD191,PLESCOP,,,2/15/2019,2/17/2019,1/1/1997,,,,,,,,,56890,56158,47.69734903,,,,,,,,,,
Journées du livre russe,Île-de-France,Livre et littérature,Littératures étrangères,75,Annuelle,02 (février),http://journeesdulivrerusse.fr/,HK002,PARIS,,9,2/16/2019,2/17/2019,1/1/2010,,,oui,,,,,,75001,75101,48.86263049,,,,,,,,,,
ESCALE D'HUMOUR,Nouvelle-Aquitaine,Divers Spectacle vivant,Humour,17,Annuelle,02 (février),https://www.royanatlantique.fr/,JH004,ROYAN,,6,2/16/2019,2/23/2019,1/1/2013,,,,,,,,,17200,17306,45.63465742,,,,,,,,,,
FESTIVAL LA CORDE RAIDE,Pays de la Loire,Musiques actuelles,Musiques amplifiées ou électroniques,44,Annuelle,02 (février),https://pontdzic.com,LD035,Pontchateau,,1,2/28/2019,3/2/2019,1/1/2018,,,,,,,,,44160,44129,47.43363636,,,,,,,,,,
LES NUITS DE LA ROULOTTE,Auvergne-Rhône-Alpes,Pluridisciplinaire Spectacle vivant,,73,Annuelle,03 (mars),www.lesnuitsdelaroulotte.com,AB039,CHAMBERY,,16,3/1/2019,3/9/2019,1/1/2003,,,,,,,,,73000,73065,45.58318255,,,,,,,,,,
OOOH! LE FESTIVAL,Hauts-de-France,Musiques actuelles,,59,Annuelle,03 (mars),https://oooh-lefestival.fr/,GD121,Mons en Barœul,,,3/1/2019,3/3/2019,1/1/2019,,,,,,,,,59370,59410,50.64324787,,,,,,,,,,
CAFE DE LA MARINE,Normandie,Musiques actuelles,Chanson,76,Annuelle,03 (mars),www.trianontransatlantique.com,ID066,SOTTEVILLE LES ROUEN,,26,3/1/2019,4/2/2019,1/1/1993,,,,,,,,,76300,76681,49.41048874,,,,,,,,,,
Festival Hip Hop évolution,Mayotte,Danse,Danses urbaines,976,Biennale années impaires,03 (mars),https://fr-fr.facebook.com/hiphopevolutionmayotte/,RF001,BANDRABOUA,,,3/1/2019,3/9/2019,,oui,,,,,,,,97650,97602,-12.72322925,,,,,,,,,,
JAZZ DE MARS,Centre-Val de Loire,Musiques actuelles,Jazz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LES FOUS RIRES D'AVIGNON,Provence-Alpes-Côte d'Azur,Divers Spectacle vivant,Humour,84,Annuelle,03 (mars),http://www.leparisavignon.com,MH019,AVIGNON,,,3/2/2019,3/16/2019,1/1/2011,,,,,,,,,84140,84007,43.93524483,,,,,,,,,,
Cours z'y vite,Grand Est,Pluridisciplinaire Spectacle vivant,Jeune public,10,Annuelle,03 (mars),https://www.sainte-savine.fr/,FB003,Ste Savine,,17,3/8/2019,3/24/2019,1/1/2002,,,,,,,,,10300,10362,48.2963409,,,,,,,,,,
L’Autre Salon,Île-de-France,Livre et littérature,,75,Annuelle,03 (mars),https://www.lautrelivre.fr/,HK020,PARIS,,1,3/8/2019,3/10/2019,1/1/2018,,,,,,,,,75001,75101,48.86263049,,,,,,,,,,
FREE SONS DIVERS,Pays de la Loire,Musiques actuelles,Musiques amplifiées ou électroniques,85,Annuelle,03 (mars),www.freesonsdivers.com,LD113,LES HERBIERS,,16,3/8/2019,3/9/2019,1/1/2003,,,,,,,,,85500,85109,46.86661258,,,,,,,,,,
VAND INFLUENCES,Grand Est,Musiques actuelles,Musiques traditionnelles et du monde,54,Annuelle,03 (mars),www.vandinfluences.fr,FD045,VANDOEUVRE LES NANCY,,,3/9/2019,3/24/2019,1/1/2011,,,,,,,,,54500,54547,48.65799994,,,,,,,,,,
La BD est dans le pré,Nouvelle-Aquitaine,Livre et littérature,Bande dessinée,47,Annuelle,03 (mars),,JK012,Fourques sur Garonne,,5,3/9/2019,3/10/2019,1/1/2014,,,,,,,,,47200,47101,44.45541492,,,,,,,,,,
VOIX DE FEMMES,Provence-Alpes-Côte d'Azur,Musiques actuelles,Chanson,13,Annuelle,03 (mars),http://cdc-smc.fr/,MD153,ST Martin de Crau,,16,3/9/2019,3/23/2019,1/1/2003,,,,,,,,,13310,13097,43.61192146,,,,,,,,,,
1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA TERRE EST A NOUS,Île-de-France,Musiques actuelles,Musiques traditionnelles et du monde,92,Annuelle,03 (mars),http://www.nanterre.fr/,HD148,NANTERRE,,4,3/13/2019,4/17/2019,1/1/2015,,,,,,,,,92000,92050,48.89607013,,,,,,,,,,
Festival Lézard Ti Show,Martinique,Cirque et Arts de la rue,Arts de la rue,972,Annuelle,03 (mars),http://www.lezardtishow.fr/,QM001,LE CARBET,,9,3/13/2019,3/17/2019,1/1/2010,oui,,,,,,,,97221,97204,14.71100398,,,,,,,,,,
VOIRON JAZZ FESTIVAL,Auvergne-Rhône-Alpes,Musiques actuelles,Jazz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HANDICLAP,Pays de la Loire,Pluridisciplinaire Spectacle vivant,,44,Annuelle,03 (mars),handiclap.fr,LB021,NANTES,,,3/14/2019,3/17/2019,1/1/1989,,,,,,,,,44200,44109,47.23163568,,,,,,,,,,
BLUES AUTOUR DU ZINC,Hauts-de-France,Musiques actuelles,Jazz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUAND ON CONTE,Nouvelle-Aquitaine,Divers spectacle vivant,Conte,86,Annuelle,03 (mars),quandonconte.free.fr,JH040,Nouaille Maupertuis,,,3/15/2019,3/30/2019,1/1/1998,,,,,,,,,86000,86194,46.58392077,,,,,,,,,,
NUITS DU BLUES D'ABBEVILLE,Hauts-de-France,Musiques actuelles,Jazz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LA JOURNEE DE LA GUITARE A MUTZIG,Grand Est,Musiques actuelles,,67,Annuelle,03 (mars),www.jdlg.eu,FD124,Mutzig,,2,3/16/2019,3/17/2019,1/1/2017,,,,,,,,,67190,67313,48.53805485,,,,,,,,,,
Ciné-court animé – Festival international du court métrage d'animation de Roanne,Auvergne-Rhône-Alpes,Cinéma et audiovisuel,Animation,42,Annuelle,03 (mars),www.cinecourtanime.com,AJ006,ROANNE,,9,3/18/2019,3/24/2019,1/1/2010,,,,,,,,,42300,42187,46.04491125,,,,,,,,,,
ROCK SAONE FESTIVAL,Auvergne-Rhône-Alpes,Musiques actuelles,Musiques amplifiées ou électroniques,69,Annuelle,03 (mars),http://www.harmoniedeneuville.fr/,AD325,Neuville sur Saone,,6,3/19/2019,3/24/2019,1/1/2013,,,,,,,,,69250,69143,45.88292762,,,,,,,,,,
Festival Les Emancipéés,Bretagne,Transdisciplinaire,Littérature et chanson,56,Annuelle,03 (mars),https://www.festival-lesemancipees.bzh/,CK011,VANNES,,2,3/19/2019,3/24/2019,1/1/2017,,,,,,,,,56000,56260,47.65974938,,,,,,,,,,
Printemps du livre,Auvergne-Rhône-Alpes,Livre et littérature,,38,Annuelle,03 (mars),http://printempsdulivre.bm-grenoble.fr/,AK013,GRENOBLE,,16,3/20/2019,3/24/2019,1/1/2003,,,oui,,,,,,38000,38185,45.18212152,,,,,,,,,,
FESTIVAL ELECTR()CUTION,Bretagne,Musiques actuelles,Jazz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FESTIVAL CHOPIN À PARIS,Île-de-France,Musiques classiques,,75,Annuelle,03 (mars),www.frederic-chopin.com,HE004,PARIS,,35,3/20/2019,3/23/2019,1/1/1984,,,,,,,,,75001,75101,48.86263049,,,,,,,,,,
JAZZ A MONTBRISON,Auvergne-Rhône-Alpes,Musiques actuelles,Jazz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EQUINOX FESTIVAL DE GRENOBLE,Auvergne-Rhône-Alpes,Musiques actuelles,,38,Annuelle,03 (mars),https://www.equinox-festival.fr,AD320,GRENOBLE,,,3/21/2019,3/22/2019,,,,,,,,,,38000,38185,45.18212152,,,,,,,,,,
Biennale internationale du design de Saint-Étienne,Auvergne-Rhône-Alpes,Arts plastiques et visuels,Design,42,Biennale années impaires,03 (mars),,AI010,ST ETIENNE,,,3/21/2019,4/22/2019,1/1/1998,,,,,,,,,42100,42218,45.43012355,,,,,,,,,,
Biennale de danse du Val-de-Marne,Île-de-France,Danse,Danse contemporaine,94,Biennale années impaires,03 (mars),http://www.alabriqueterie.com/fr/,HF002,VITRY SUR SEINE,Diverses communes,,3/21/2019,4/19/2019,,,,,,,,,,94400,94081,48.78828283,,,,,,,,,,
Mars Planète Danse,Nouvelle-Aquitaine,Danse,,16,Annuelle,03 (mars),http://www.avantscene.com,JF001,COGNAC,,3,3/21/2019,3/30/2019,1/1/2016,oui,,,,,,,,16100,16102,45.69623266,,,,,,,,,,
AMIS DU JAZZ TRADITIONNEL,Auvergne-Rhône-Alpes,Musiques actuelles,Jazz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Théâtre en livres,Île-de-France,Transdisciplinaire,Théâtre et littérature,75,,03 (mars),https://www.editionstheatrales.fr/,HA021,PARIS,Avignon,,,,,,,,,,,,,,,,,,,,,,,,,
AGIT AL SOL,Occitanie,Musiques actuelles,,11,Annuelle,03 (mars),www.musicalsol.fr/,KD028,Villegly,,4,3/22/2019,3/24/2019,1/1/2015,,,,,,,,,11600,11426,43.29302083,,,,,,,,,,
PRINTEMPS DU RIRE - LE FESTIVAL D'HUMOUR DE TOULOUSE,Occitanie,Divers Spectacle vivant,Humour,31,Annuelle,03 (mars),www.printempsdurire.com,KH011,TOULOUSE,L'Union (31)  /  Labege (31)  /  Caraman (31),23,3/22/2019,4/21/2019,1/1/1996,,,,,,,,,31300,31555,43.59638143,,,,,,,,,,
Rencontres cinéma d'Amérique Latine de Toulouse,Occitanie,Cinéma et audiovisuel,Cinémas étrangers,31,Annuelle,03 (mars),http://www.cinelatino.fr/,KJ011,TOULOUSE,,30,3/22/2019,3/31/2019,1/1/1989,,oui,,,,,,,31300,31555,43.59638143,,,,,,,,,,
Acoustic Festival,Pays de la Loire,Musiques actuelles,Musiques amplifiées ou électroniques,85,Annuelle,03 (mars),www.acoustic-festival.fr,LD112,Le Poire sur Vie,,9,3/22/2019,3/24/2019,1/1/2010,,,,,,,,,85170,85178,46.76991975,,,,,,,,,,
Festival Rue des livres,Bretagne,Livre et littérature,,35,Annuelle,03 (mars),www.festival-ruedeslivres.org,CK010,RENNES,,11,3/23/2019,3/24/2019,1/1/2008,,,,,,,,,35700,35238,48.11197912,,,,,,,,,,
LE FESTIVAL DU BRUIT QUI PENSE,Île-de-France,Musiques classiques,,78,Annuelle,03 (mars),www.bruitquipense.com,HE028,Louveciennes,,3,3/23/2019,3/31/2019,1/1/2016,,,,,,,,,78430,78350,48.85901882,,,,,,,,,,
Hors limites,Île-de-France,Livre et littérature,,93,Annuelle,03 (mars),http://www.hors-limites.fr/,HK001,ST DENIS,Diverses communes,10,3/23/2019,4/13/2019,1/1/2009,,,oui,,,,,,93200,93066,48.92956505,,,,,,,,,,
Festival international de cinéma d'animation de Pontarlier,Bourgogne-Franche-Comté,Cinéma et audiovisuel,Animation,25,Annuelle,03 (mars),https://www.ccjb.fr/,BJ003,PONTARLIER,,10,3/26/2019,3/31/2019,1/1/2009,,,,,,,,,25300,25462,46.91197309,,,,,,,,,,
RADIOMEUH CIRCUS FESTIVAL,Auvergne-Rhône-Alpes,Musiques actuelles,Musiques amplifiées ou électroniques,74,Annuelle,03 (mars),www.circus.radiomeuh.com,AD271,LA CLUSAZ,,6,3/28/2019,3/31/2019,1/1/2013,,,,,,,,,74220,74080,45.90013895,,,,,,,,,,
JOURS DE JAZZ,Centre-Val de Loire,Musiques actuelles,Jazz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FESTIVAL CURIEUX VOYAGEURS,Auvergne-Rhône-Alpes,Cinéma et audiovisuel,Documentaire,42,Annuelle,03 (mars),http://www.curieuxvoyageurs.com/,AJ019,ST ETIENNE,,40,3/29/2019,3/31/2019,1/1/1979,,,,,,,,,42100,42218,45.43012355,,,,,,,,,,
MYTHOS,Bretagne,Musiques actuelles,,35,Annuelle,03 (mars),www.festival-mythos.com,CD145,ST JACQUES DE LA LANDE,Rennes (35) / Cesson Sevigne (35),22,3/29/2019,4/7/2019,1/1/1997,,,,oui,,,,,35136,35281,48.07556259,,,,,,,,,,
LE PRINTEMPS ETUDIANT,Occitanie,Musiques actuelles,Musiques amplifiées ou électroniques,31,Annuelle,04 (avril),www.leprintempsetudiant.com,KD258,TOULOUSE,,21,4/2/2019,4/13/2019,1/1/1998,,,,,,,,,31300,31555,43.59638143,,,,,,,,,,
Confrontation - Festival de Perpignan,Occitanie,Cinéma et audiovisuel,,66,Annuelle,04 (avril),www.inst-jeanvigo.eu,KJ002,PERPIGNAN,,54,4/2/2019,4/7/2019,1/1/1965,,,,,,,,,66000,66136,42.69659541,,,,,,,,,,
ESCALE'N'JAZZ,Île-de-France,Musiques actuelles,Jazz,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pulp festival,Île-de-France,Livre et littérature,Bande dessinée,77,Annuelle,04 (avril),www.lafermedubuisson.com,HK018,NOISIEL,,5,4/5/2019,4/28/2019,1/1/2014,,,,,,,,,77186,77337,48.84609265,,,,,,,,,,
Canneseries,Provence-Alpes-Côte d'Azur,Cinéma et audiovisuel,Audiovisuel,6,Annuelle,04 (avril),http://canneseries.com/fr/,MJ040,CANNES,,1,4/5/2019,4/10/2019,1/1/2018,,,,,,,,,6400,6029,43.55262028,,,,,,,,,,
Fête du livre d'Autun,Bourgogne-Franche-Comté,Livre et littérature,,71,Annuelle,04 (avril),https://www.lireenpaysautunois.fr/,BK007,AUTUN,,21,4/6/2019,4/7/2019,1/1/1998,,,,,,,,,71400,71014,46.94553677,,,,,,,,,,
L'EVEIL DU BOUCAN,Bretagne,Musiques actuelles,Musiques amplifiées ou électroniques,56,Annuelle,04 (avril),http://www.noznroll.org,CD089,VANNES,Saint Nolff (56),,4/6/2019,4/22/2019,1/1/2013,,,,,,,,,56000,56260,47.65974938,,,,,,,,,,
KAN AR BOBL,Bretagne,Musiques actuelles,Musiques traditionnelles et du monde,56,,04 (avril),http://kanarbobl.org/,CD141,PONTIVY,,,4/6/2019,4/7/2019,1/1/1973,,,,,,,,,56300,56178,48.07299539,,,,,,,,,,
AGLA'SCÈNES,Île-de-France,Musiques actuelles,Musiques amplifiées ou électroniques,91,,04 (avril),www.aglascenes.com,HD132,EGLY,,,4/6/2019,4/6/2019,,,,,,,,,,91520,91207,48.57783139,,,,,,,,,,
Festival du cinéma brésilien de Paris,Île-de-France,Cinéma et audiovisuel,Cinémas étrangers,75,Annuelle,04 (avril),http://www.festivaldecinemabresilienparis.com,HJ020,PARIS,,20,4/9/2019,4/16/2019,1/1/1999,,,,,,,,,75001,75101,48.86263049,,,,,,,,,,
MAGIC MONT-BLANC FESTIVAL,Auvergne-Rhône-Alpes,Divers Spectacle vivant,Magie,74,Annuelle,04 (avril),www.chamonix.fr,AH012,CHAMONIX MONT BLANC,,1,4/10/2019,4/14/2019,1/1/2018,,,,,,,,,74400,74056,45.93098191,,,,,,,,,,
FESTIV'ARTS A GRENOBLE,Auvergne-Rhône-Alpes,Cirque et Arts de la rue,Arts de la rue,38,Annuelle,04 (avril),http://festiv-arts.com,AM011,GRENOBLE,,17,4/11/2019,4/13/2019,1/1/2002,,,,,,,,,38000,38185,45.18212152,,,,,,,,,,
Festival de la bande dessinée d'Alpe d'Huez,Auvergne-Rhône-Alpes,Livre et littérature,Bande dessinée,38,Annuelle,04 (avril),www.isere-tourisme.com,AK018,HUEZ,,13,4/12/2019,4/14/2019,1/1/2006,,,,,,,,,38750,38191,45.09694258,,,,,,,,,,
PANORAMAS,Bretagne,Musiques actuelles,Musiques amplifiées ou électroniques,29,Annuelle,04 (avril),www.festivalpanoramas.com,CD146,MORLAIX,Saint Martin des Champs (29),21,4/12/2019,4/14/2019,1/1/1998,,,,oui,,,,,29600,29151,48.59967466,,,,,,,,,,
